region,q1,avg,q3,scrape_date,source_url,timestamp
Hamburg,3265,4599,6927,2023-02-02,https://web.archive.org/web/20230202104446/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230202104446
Hessen,3938,4540,4692,2023-02-02,https://web.archive.org/web/20230202104446/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230202104446
Mecklenburg-Vorpommern,3481,3892,4665,2023-02-02,https://web.archive.org/web/20230202104446/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230202104446
Niedersachsen,3812,4206,4452,2023-02-02,https://web.archive.org/web/20230202104446/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230202104446
Nordrhein-Westfalen,4005,4276,5453,2023-02-02,https://web.archive.org/web/20230202104446/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230202104446
Rheinland-Pfalz,4255,4758,5702,2023-02-02,https://web.archive.org/web/20230202104446/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230202104446
Saarland,3932,4396,5267,2023-02-02,https://web.archive.org/web/20230202104446/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230202104446
Sachsen,3774,4220,5057,2023-02-02,https://web.archive.org/web/20230202104446/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230202104446
Sachsen-Anhalt,3989,4461,5346,2023-02-02,https://web.archive.org/web/20230202104446/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230202104446
Schleswig-Holstein,3824,4276,5124,2023-02-02,https://web.archive.org/web/20230202104446/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230202104446
Thüringen,3568,3989,4780,2023-02-02,https://web.archive.org/web/20230202104446/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230202104446
Deutschland,4049,4527,5425,2023-05-12,https://web.archive.org/web/20230512154919/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230512154919
Baden-Württemberg,3352,4385,9689,2023-05-12,https://web.archive.org/web/20230512154919/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230512154919
Bayern,3886,4515,5515,2023-05-12,https://web.archive.org/web/20230512154919/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230512154919
Berlin,4045,4726,4994,2023-05-12,https://web.archive.org/web/20230512154919/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230512154919
Brandenburg,3560,3980,4769,2023-05-12,https://web.archive.org/web/20230512154919/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230512154919
Bremen,3986,4457,5340,2023-05-12,https://web.archive.org/web/20230512154919/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230512154919
Hamburg,3265,4599,6927,2023-05-12,https://web.archive.org/web/20230512154919/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230512154919
Hessen,3938,4540,4692,2023-05-12,https://web.archive.org/web/20230512154919/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230512154919
Mecklenburg-Vorpommern,3481,3892,4665,2023-05-12,https://web.archive.org/web/20230512154919/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230512154919
Niedersachsen,3812,4206,4452,2023-05-12,https://web.archive.org/web/20230512154919/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230512154919
Nordrhein-Westfalen,4005,4276,5453,2023-05-12,https://web.archive.org/web/20230512154919/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230512154919
Rheinland-Pfalz,4255,4758,5702,2023-05-12,https://web.archive.org/web/20230512154919/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230512154919
Saarland,3932,4396,5267,2023-05-12,https://web.archive.org/web/20230512154919/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230512154919
Sachsen,3774,4220,5057,2023-05-12,https://web.archive.org/web/20230512154919/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230512154919
Sachsen-Anhalt,3989,4461,5346,2023-05-12,https://web.archive.org/web/20230512154919/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230512154919
Schleswig-Holstein,3824,4276,5124,2023-05-12,https://web.archive.org/web/20230512154919/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230512154919
Thüringen,3568,3989,4780,2023-05-12,https://web.archive.org/web/20230512154919/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230512154919
Deutschland,4049,4527,5425,2023-09-30,https://web.archive.org/web/20230930115432/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230930115432
Baden-Württemberg,3352,4385,9689,2023-09-30,https://web.archive.org/web/20230930115432/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230930115432
Bayern,3886,4515,5515,2023-09-30,https://web.archive.org/web/20230930115432/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230930115432
Berlin,4045,4726,4994,2023-09-30,https://web.archive.org/web/20230930115432/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230930115432
Brandenburg,3560,3980,4769,2023-09-30,https://web.archive.org/web/20230930115432/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230930115432
Bremen,3986,4457,5340,2023-09-30,https://web.archive.org/web/20230930115432/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230930115432
Hamburg,3265,4599,6927,2023-09-30,https://web.archive.org/web/20230930115432/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230930115432
Hessen,3938,4540,4692,2023-09-30,https://web.archive.org/web/20230930115432/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230930115432
Mecklenburg-Vorpommern,3481,3892,4665,2023-09-30,https://web.archive.org/web/20230930115432/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230930115432
Niedersachsen,3812,4206,4452,2023-09-30,https://web.archive.org/web/20230930115432/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230930115432
Nordrhein-Westfalen,4005,4276,5453,2023-09-30,https://web.archive.org/web/20230930115432/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230930115432
Rheinland-Pfalz,4255,4758,5702,2023-09-30,https://web.archive.org/web/20230930115432/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230930115432
Saarland,3932,4396,5267,2023-09-30,https://web.archive.org/web/20230930115432/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230930115432
Sachsen,3774,4220,5057,2023-09-30,https://web.archive.org/web/20230930115432/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230930115432
Sachsen-Anhalt,3989,4461,5346,2023-09-30,https://web.archive.org/web/20230930115432/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230930115432
Schleswig-Holstein,3824,4276,5124,2023-09-30,https://web.archive.org/web/20230930115432/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230930115432
Thüringen,3568,3989,4780,2023-09-30,https://web.archive.org/web/20230930115432/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20230930115432
Deutschland,4049,4527,5425,2024-05-25,https://web.archive.org/web/20240525133345/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20240525133345
Baden-Württemberg,3352,4385,9689,2024-05-25,https://web.archive.org/web/20240525133345/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20240525133345
Bayern,3886,4515,5515,2024-05-25,https://web.archive.org/web/20240525133345/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20240525133345
Berlin,4045,4726,4994,2024-05-25,https://web.archive.org/web/20240525133345/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20240525133345
Brandenburg,3560,3980,4769,2024-05-25,https://web.archive.org/web/20240525133345/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20240525133345
Bremen,3986,4457,5340,2024-05-25,https://web.archive.org/web/20240525133345/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20240525133345
Hamburg,3265,4599,6927,2024-05-25,https://web.archive.org/web/20240525133345/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20240525133345
Hessen,3938,4540,4692,2024-05-25,https://web.archive.org/web/20240525133345/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20240525133345
Mecklenburg-Vorpommern,3481,3892,4665,2024-05-25,https://web.archive.org/web/20240525133345/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20240525133345
Niedersachsen,3812,4206,4452,2024-05-25,https://web.archive.org/web/20240525133345/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20240525133345
Nordrhein-Westfalen,4005,4276,5453,2024-05-25,https://web.archive.org/web/20240525133345/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20240525133345
Rheinland-Pfalz,4255,4758,5702,2024-05-25,https://web.archive.org/web/20240525133345/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20240525133345
Saarland,3932,4396,5267,2024-05-25,https://web.archive.org/web/20240525133345/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20240525133345
Sachsen,3774,4220,5057,2024-05-25,https://web.archive.org/web/20240525133345/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20240525133345
Sachsen-Anhalt,3989,4461,5346,2024-05-25,https://web.archive.org/web/20240525133345/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20240525133345
Schleswig-Holstein,3824,4276,5124,2024-05-25,https://web.archive.org/web/20240525133345/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20240525133345
Thüringen,3568,3989,4780,2024-05-25,https://web.archive.org/web/20240525133345/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20240525133345
Deutschland,4049,4527,5425,2024-10-13,https://web.archive.org/web/20241013221540/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20241013221540
Baden-Württemberg,3352,4385,9689,2024-10-13,https://web.archive.org/web/20241013221540/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20241013221540
Bayern,3886,4515,5515,2024-10-13,https://web.archive.org/web/20241013221540/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20241013221540
Berlin,4045,4726,4994,2024-10-13,https://web.archive.org/web/20241013221540/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20241013221540
Brandenburg,3560,3980,4769,2024-10-13,https://web.archive.org/web/20241013221540/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20241013221540
Bremen,3986,4457,5340,2024-10-13,https://web.archive.org/web/20241013221540/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20241013221540
Hamburg,3265,4599,6927,2024-10-13,https://web.archive.org/web/20241013221540/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20241013221540
Hessen,3938,4540,4692,2024-10-13,https://web.archive.org/web/20241013221540/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20241013221540
Mecklenburg-Vorpommern,3481,3892,4665,2024-10-13,https://web.archive.org/web/20241013221540/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20241013221540
Niedersachsen,3812,4206,4452,2024-10-13,https://web.archive.org/web/20241013221540/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20241013221540
Nordrhein-Westfalen,4005,4276,5453,2024-10-13,https://web.archive.org/web/20241013221540/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20241013221540
Rheinland-Pfalz,4255,4758,5702,2024-10-13,https://web.archive.org/web/20241013221540/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20241013221540
Saarland,3932,4396,5267,2024-10-13,https://web.archive.org/web/20241013221540/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20241013221540
Sachsen,3774,4220,5057,2024-10-13,https://web.archive.org/web/20241013221540/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20241013221540
Sachsen-Anhalt,3989,4461,5346,2024-10-13,https://web.archive.org/web/20241013221540/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20241013221540
Schleswig-Holstein,3824,4276,5124,2024-10-13,https://web.archive.org/web/20241013221540/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20241013221540
Thüringen,3568,3989,4780,2024-10-13,https://web.archive.org/web/20241013221540/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20241013221540
Deutschland,4049,4527,5425,2025-03-28,https://web.archive.org/web/20250328115204/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20250328115204
Baden-Württemberg,3352,4385,9689,2025-03-28,https://web.archive.org/web/20250328115204/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20250328115204
Bayern,3886,4515,5515,2025-03-28,https://web.archive.org/web/20250328115204/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20250328115204
Berlin,4045,4726,4994,2025-03-28,https://web.archive.org/web/20250328115204/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20250328115204
Brandenburg,3560,3980,4769,2025-03-28,https://web.archive.org/web/20250328115204/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20250328115204
Bremen,3986,4457,5340,2025-03-28,https://web.archive.org/web/20250328115204/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20250328115204
Hamburg,3265,4599,6927,2025-03-28,https://web.archive.org/web/20250328115204/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20250328115204
Hessen,3938,4540,4692,2025-03-28,https://web.archive.org/web/20250328115204/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20250328115204
Mecklenburg-Vorpommern,3481,3892,4665,2025-03-28,https://web.archive.org/web/20250328115204/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20250328115204
Niedersachsen,3812,4206,4452,2025-03-28,https://web.archive.org/web/20250328115204/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20250328115204
Nordrhein-Westfalen,4005,4276,5453,2025-03-28,https://web.archive.org/web/20250328115204/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20250328115204
Rheinland-Pfalz,4255,4758,5702,2025-03-28,https://web.archive.org/web/20250328115204/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20250328115204
Saarland,3932,4396,5267,2025-03-28,https://web.archive.org/web/20250328115204/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20250328115204
Sachsen,3774,4220,5057,2025-03-28,https://web.archive.org/web/20250328115204/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20250328115204
Sachsen-Anhalt,3989,4461,5346,2025-03-28,https://web.archive.org/web/20250328115204/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20250328115204
Schleswig-Holstein,3824,4276,5124,2025-03-28,https://web.archive.org/web/20250328115204/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20250328115204
Thüringen,3568,3989,4780,2025-03-28,https://web.archive.org/web/20250328115204/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20250328115204
Deutschland,4049,4527,5425,2025-11-12,https://web.archive.org/web/20251112073418/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20251112073418
Baden-Württemberg,3352,4385,9689,2025-11-12,https://web.archive.org/web/20251112073418/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20251112073418
Bayern,3886,4515,5515,2025-11-12,https://web.archive.org/web/20251112073418/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20251112073418
Berlin,4045,4726,4994,2025-11-12,https://web.archive.org/web/20251112073418/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20251112073418
Brandenburg,3560,3980,4769,2025-11-12,https://web.archive.org/web/20251112073418/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20251112073418
Bremen,3986,4457,5340,2025-11-12,https://web.archive.org/web/20251112073418/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20251112073418
Hamburg,3265,4599,6927,2025-11-12,https://web.archive.org/web/20251112073418/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20251112073418
Hessen,3938,4540,4692,2025-11-12,https://web.archive.org/web/20251112073418/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20251112073418
Mecklenburg-Vorpommern,3481,3892,4665,2025-11-12,https://web.archive.org/web/20251112073418/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20251112073418
Niedersachsen,3812,4206,4452,2025-11-12,https://web.archive.org/web/20251112073418/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20251112073418
Nordrhein-Westfalen,4005,4276,5453,2025-11-12,https://web.archive.org/web/20251112073418/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20251112073418
Rheinland-Pfalz,4255,4758,5702,2025-11-12,https://web.archive.org/web/20251112073418/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20251112073418
Saarland,3932,4396,5267,2025-11-12,https://web.archive.org/web/20251112073418/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20251112073418
Sachsen,3774,4220,5057,2025-11-12,https://web.archive.org/web/20251112073418/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20251112073418
Sachsen-Anhalt,3989,4461,5346,2025-11-12,https://web.archive.org/web/20251112073418/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20251112073418
Schleswig-Holstein,3824,4276,5124,2025-11-12,https://web.archive.org/web/20251112073418/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20251112073418
Thüringen,3568,3989,4780,2025-11-12,https://web.archive.org/web/20251112073418/https://www.gehaltsvergleich.com/gehalt/Bioinformatiker-Bioinformatikerin,20251112073418
